,BUSCADOR DE CARRERAS 2026,,,,,,,,,,,,,,,,,,Porcentaje de matriculados según establecimiento de origen,,,,,,,,,,,Ponderaciones,,,,,,,,
Código único de carrera ,Código institución ,Área del conocimiento,Tipo de institución,Nombre institución,Nombre carrera,Región,Jornada,Sede,Arancel Anual 2026,Costo de titulación,Duración Formal (semestres),Nivel carrera ,Matrícula Total Femenina 2025,Matrícula Total Masculina 2025,Matrícula Total 2025,Matrícula 1er año Femenina 2025,Matrícula 1er año Masculina 2025,Matrícula 1er año Total 2025,Municipal y Servicios Locales,Particular Subvencionado ,Particular Pagado,Administración Delegada,Titulación Femenina 2024,Titlación Masculina 2024,Titulación Total 2024,Rango ingreso a 1er año con PAES 2025,Promedio PAES 2025 de Matrícula 1er año 2025,Promedio NEM 2025 de Matrícula 2025,Vacantes 1er semestre ,NEM,Ranking ,PAES Lenguaje,PAES Matemáticas ,PAES Matemáticas 2,PAES Historia ,PAES Ciencias ,Otros ,Área Carrera Genérica
I139S2C46J2V2,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA EN ADMINISTRACION-PE,Ñuble,Vespertina,SEDE CHILLAN,$ 2.341.700,$ 66.000,5,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,25,0,0,0,0,0,0,0,0,Administración de Empresas e Ing. Asociadas
I139S2C51J2V2,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA EN CONSTRUCCION-PE,Ñuble,Vespertina,SEDE CHILLAN,$ 2.519.200,$ 66.000,5,Profesional,11,34,45,3,12,15,25.0%,50.0%,2.5%,22.5%,2,17,19, - , - , 5.7 ,20,0,0,0,0,0,0,0,0,Ingeniería en Construcción
I139S2C57J1V1,139,Salud,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO LABORATORISTA CLINICO Y BANCO DE SANGRE,Ñuble,Diurna,SEDE CHILLAN,$ 2.248.800,$ 66.000,5,Técnica de Nivel Superior,65,25,90,23,13,36,46.4%,46.4%,1.2%,6.0%,8,5,13, - , - , 5.9 ,35,0,0,0,0,0,0,0,0,Técnico en Laboratorio Clínico
I139S2C74J1V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ELECTRICIDAD,Ñuble,Diurna,SEDE CHILLAN,$ 2.193.600,$ 66.000,4,Técnica de Nivel Superior,3,22,25,3,21,24,40.0%,48.0%,0.0%,12.0%,0,0,0, - , - , 5.5 ,25,0,0,0,0,0,0,0,0,Técnico en Electricidad y Electricidad Industrial
I139S2C74J2V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ELECTRICIDAD,Ñuble,Vespertina,SEDE CHILLAN,$ 2.118.300,$ 66.000,4,Técnica de Nivel Superior,1,57,58,1,26,27,38.8%,42.9%,0.0%,18.4%,0,13,13, - , - , 5.6 ,30,0,0,0,0,0,0,0,0,Técnico en Electricidad y Electricidad Industrial
I139S2C7J2V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,AUDITORIA,Ñuble,Vespertina,SEDE CHILLAN,$ 2.201.800,$ 66.000,8,Profesional,44,24,68,20,11,31,38.9%,40.7%,0.0%,20.4%,3,3,6, - , - , 5.8 ,35,0,0,0,0,0,0,0,0,Contador Auditor
I139S2C89J2V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA DE EJECUCION EN ELECTRICIDAD-PE,Ñuble,Vespertina,SEDE CHILLAN,$ 2.519.200,$ 66.000,5,Profesional,0,23,23,0,23,23,35.3%,52.9%,0.0%,11.8%,0,0,0, - , - , 5.6 ,25,0,0,0,0,0,0,0,0,Ingeniería en Electricidad
I139S2C8J1V2,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA EN ADMINISTRACION,Ñuble,Diurna,SEDE CHILLAN,$ 2.201.800,$ 66.000,8,Profesional,58,53,111,22,16,38,21.1%,64.2%,2.8%,11.9%,0,0,0, - , - , 5.9 ,40,0,0,0,0,0,0,0,0,Administración de Empresas e Ing. Asociadas
I139S2C92J2V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA DE EJECUCION EN INDUSTRIA ALIMENTARIA-PE,Ñuble,Vespertina,SEDE CHILLAN,$ 2.519.200,$ 66.000,5,Profesional,8,2,10,0,0,0,30.0%,70.0%,0.0%,0.0%,5,3,8, - , - , 5.9 ,20,0,0,0,0,0,0,0,0,Ingeniería en Alimentos
I139S3C11J1V2,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA EN CONSTRUCCION,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.615.200,$ 66.000,9,Profesional,32,90,122,10,25,35,46.2%,42.7%,0.9%,10.3%,2,12,14, - , - , 5.9 ,30,0,0,0,0,0,0,0,0,Ingeniería en Construcción
I139S3C121J1V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA DE EJECUCION EN MINAS,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.668.500,$ 66.000,8,Profesional,44,58,102,23,24,47,47.5%,44.6%,1.0%,6.9%,1,6,7, - , - , 5.9 ,40,0,0,0,0,0,0,0,0,Ingeniería en Minas
I139S3C129J1V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN MECANICA AUTOMOTRIZ Y MAQUINARIA PESADA,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.306.500,$ 66.000,5,Técnica de Nivel Superior,2,40,42,1,19,20,48.8%,39.0%,2.4%,9.8%,0,13,13, - , - , 5.6 ,20,0,0,0,0,0,0,0,0,Técnico en Mecánica Automotriz
I139S3C129J1V2,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN MECANICA AUTOMOTRIZ Y MAQUINARIA PESADA,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.306.500,$ 66.000,4,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,3,0,0,0,0,0,0,0,0,Técnico en Mecánica Automotriz
I139S3C129J2V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN MECANICA AUTOMOTRIZ Y MAQUINARIA PESADA,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.223.700,$ 66.000,5,Técnica de Nivel Superior,2,41,43,0,20,20,44.4%,30.6%,5.6%,19.4%,0,6,6, - , - , 5.7 ,20,0,0,0,0,0,0,0,0,Técnico en Mecánica Automotriz
I139S3C129J2V2,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN MECANICA AUTOMOTRIZ Y MAQUINARIA PESADA,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.223.700,$ 66.000,4,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,3,0,0,0,0,0,0,0,0,Técnico en Mecánica Automotriz
I139S3C14J1V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.714.200,$ 66.000,8,Profesional,59,22,81,22,7,29,52.0%,28.0%,4.0%,16.0%,1,0,1, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Ingeniería en Prevención de Riesgos
I139S3C151J1V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN MANTENIMIENTO INDUSTRIAL,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.306.500,$ 66.000,4,Técnica de Nivel Superior,2,25,27,2,10,12,40.7%,55.6%,0.0%,3.7%,0,1,1, - , - , 5.6 ,20,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I139S3C151J1V2,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN MANTENIMIENTO INDUSTRIAL,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.306.500,$ 66.000,3,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,3,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I139S3C151J2V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN MANTENIMIENTO INDUSTRIAL,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.223.700,$ 66.000,4,Técnica de Nivel Superior,4,53,57,3,29,32,45.8%,27.1%,0.0%,27.1%,0,31,31, - , - , 5.4 ,30,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I139S3C151J2V2,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN MANTENIMIENTO INDUSTRIAL,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.223.700,$ 66.000,3,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,3,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I139S3C155J1V1,139,Educación,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN EDUCACION DE PARVULOS,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 1.979.400,$ 66.000,4,Técnica de Nivel Superior,144,0,144,76,0,76,48.9%,36.5%,2.2%,12.4%,47,0,47, - , - , 5.7 ,70,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I139S3C158J2V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA DE EJECUCION EN MECANICA AUTOMOTRIZ Y MAQUINARIA PESADA-PE,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.519.200,$ 66.000,5,Profesional,3,58,61,2,29,31,61.8%,29.1%,1.8%,7.3%,0,15,15, - , - , 5.7 ,30,0,0,0,0,0,0,0,0,Ingeniería en Mecánica Automotriz
I139S3C168J2V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA DE EJECUCION EN GESTION LOGISTICA-PE,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.341.700,$ 66.000,5,Profesional,10,27,37,4,11,15,51.9%,33.3%,0.0%,14.8%,3,4,7, - , - , 5.7 ,25,0,0,0,0,0,0,0,0,Ingeniería en Logística
I139S3C178J1V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN LOGISTICA,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.097.400,$ 66.000,4,Técnica de Nivel Superior,15,24,39,7,13,20,51.4%,29.7%,2.7%,16.2%,0,0,0, - , - , 5.8 ,20,0,0,0,0,0,0,0,0,Técnico en Logística
I139S3C178J2V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN LOGISTICA,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.043.100,$ 66.000,4,Técnica de Nivel Superior,19,12,31,16,10,26,50.0%,25.0%,10.0%,15.0%,3,3,6, - , - , 5.5 ,26,0,0,0,0,0,0,0,0,Técnico en Logística
I139S3C178J4V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN LOGISTICA,Biobío,A Distancia,CASA CENTRAL (CONCEPCION),$ 2.043.100,$ 66.000,4,Técnica de Nivel Superior,14,20,34,9,14,23,41.7%,37.5%,4.2%,16.7%,0,0,0, - , - , 5.6 ,50,0,0,0,0,0,0,0,0,Técnico en Logística
I139S3C182J1V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN MECANICA AUTOMOTRIZ Y SISTEMAS ELECTRONICOS,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.356.300,$ 66.000,4,Técnica de Nivel Superior,2,43,45,1,26,27,55.8%,32.6%,0.0%,11.6%,0,9,9, - , - , 5.6 ,25,0,0,0,0,0,0,0,0,Técnico en Mecánica Automotriz
I139S3C182J2V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN MECANICA AUTOMOTRIZ Y SISTEMAS ELECTRONICOS,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.356.300,$ 66.000,4,Técnica de Nivel Superior,1,38,39,0,22,22,36.1%,50.0%,2.8%,11.1%,1,3,4, - , - , 5.5 ,20,0,0,0,0,0,0,0,0,Técnico en Mecánica Automotriz
I139S3C18J1V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN CONSTRUCCION,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.052.500,$ 66.000,4,Técnica de Nivel Superior,7,11,18,6,8,14,50.0%,50.0%,0.0%,0.0%,0,6,6, - , - , 5.6 ,20,0,0,0,0,0,0,0,0,Técnico en Construcción y Obras Civiles
I139S3C18J2V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN CONSTRUCCION,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.052.500,$ 66.000,4,Técnica de Nivel Superior,15,67,82,8,36,44,39.3%,37.7%,3.3%,19.7%,3,19,22, - , - , 5.5 ,30,0,0,0,0,0,0,0,0,Técnico en Construcción y Obras Civiles
I139S3C191J1V1,139,Educación,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN EDUCACION BASICA,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 1.979.400,$ 66.000,4,Técnica de Nivel Superior,31,5,36,12,4,16,51.5%,36.4%,6.1%,6.1%,13,1,14, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Otros Técnicos de Educación
I139S3C196J1V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA DE EJECUCION EN LOGISTICA MARITIMA PORTUARIA,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.519.200,$ 66.000,8,Profesional,74,63,137,30,20,50,59.7%,29.1%,1.5%,9.7%,2,1,3, - , - , 5.9 ,50,0,0,0,0,0,0,0,0,Ingeniería en Logística
I139S3C197J2V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA DE EJECUCION EN LOGISTICA MARITIMA PORTUARIA-PE,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.341.700,$ 66.000,5,Profesional,29,31,60,10,12,22,60.4%,26.4%,5.7%,7.5%,6,16,22, - , - , 5.6 ,22,0,0,0,0,0,0,0,0,Ingeniería en Logística
I139S3C198J2V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA DE EJECUCION EN MANTENIMIENTO INDUSTRIAL-PE,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.519.200,$ 66.000,5,Profesional,2,43,45,0,13,13,41.2%,41.2%,2.9%,14.7%,0,22,22, - , - , 5.7 ,20,0,0,0,0,0,0,0,0,Ingeniería Industrial
I139S3C199J4V1,139,Ciencias Sociales,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ADMINISTRACION PUBLICA,Biobío,A Distancia,CASA CENTRAL (CONCEPCION),$ 2.043.100,$ 66.000,4,Técnica de Nivel Superior,24,15,39,12,8,20,55.2%,41.4%,3.4%,0.0%,11,7,18, - , - , 5.6 ,50,0,0,0,0,0,0,0,0,Técnico en Administración Pública o Municipal
I139S3C19J1V2,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO ANALISTA PROGRAMADOR,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.006.400,$ 66.000,4,Técnica de Nivel Superior,5,36,41,3,19,22,40.0%,40.0%,15.0%,5.0%,1,17,18, - , - , 5.7 ,20,0,0,0,0,0,0,0,0,Técnico en Computación e Informática
I139S3C19J2V2,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO ANALISTA PROGRAMADOR,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 1.987.800,$ 66.000,4,Técnica de Nivel Superior,14,34,48,6,15,21,43.9%,31.7%,7.3%,17.1%,6,13,19, - , - , 5.6 ,20,0,0,0,0,0,0,0,0,Técnico en Computación e Informática
I139S3C200J1V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN CONTABILIDAD Y LEGISLACION TRIBUTARIA,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.097.400,$ 66.000,4,Técnica de Nivel Superior,7,8,15,7,8,15,26.7%,40.0%,26.7%,6.7%,1,0,1, - , - , 6.2 ,20,0,0,0,0,0,0,0,0,Técnico en Contabilidad Tributaria
I139S3C200J2V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN CONTABILIDAD Y LEGISLACION TRIBUTARIA,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.043.100,$ 66.000,4,Técnica de Nivel Superior,34,6,40,16,2,18,44.8%,27.6%,3.4%,24.1%,11,4,15, - , - , 5.8 ,20,0,0,0,0,0,0,0,0,Técnico en Contabilidad Tributaria
I139S3C201J1V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN MINERIA,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.223.700,$ 66.000,4,Técnica de Nivel Superior,13,27,40,10,15,25,48.6%,34.3%,0.0%,17.1%,1,3,4, - , - , 5.9 ,25,0,0,0,0,0,0,0,0,Técnico en Minería
I139S3C204J1V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA (E) EN MEDIOAMBIENTE Y SUSTENTABILIDAD,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.668.500,$ 66.000,8,Profesional,15,20,35,0,0,0,32.4%,58.8%,2.9%,5.9%,0,0,0, - , - , 5.8 ,20,0,0,0,0,0,0,0,0,Ingeniería en Medio Ambiente
I139S3C206J2V1,139,Educación,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,PSICOPEDAGOGIA (PE),Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.519.200,$ 66.000,5,Profesional,101,2,103,30,1,31,52.8%,41.6%,1.1%,4.5%,26,0,26, - , - , 5.7 ,40,0,0,0,0,0,0,0,0,Psicopedagogía
I139S3C213J1V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA EN INFORMATICA,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.373.000,$ 66.000,8,Profesional,20,137,157,7,47,54,34.2%,53.0%,4.7%,8.1%,0,3,3, - , - , 5.9 ,54,0,0,0,0,0,0,0,0,Ingeniería en Computación e Informática
I139S3C214J2V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,INGENIERIA EN INFORMATICA-PE,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.519.200,$ 66.000,5,Profesional,10,23,33,8,11,19,42.9%,39.3%,3.6%,14.3%,0,0,0, - , - , 5.7 ,20,0,0,0,0,0,0,0,0,Ingeniería en Computación e Informática
I139S3C215J1V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ADMINISTRACION MENCION MARKETING DIGITAL,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.097.400,$ 66.000,5,Técnica de Nivel Superior,9,5,14,0,0,0,30.8%,53.8%,15.4%,0.0%,0,0,0, - , - , 5.9 ,25,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I139S3C217J2V1,139,Tecnología,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN AUTOMATIZACION Y CONTROL,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.301.000,$ 66.000,4,Técnica de Nivel Superior,0,15,15,0,15,15,54.5%,27.3%,0.0%,18.2%,1,4,5, - , - , 5.5 ,20,0,0,0,0,0,0,0,0,"Técnico en Instrumentación, Automatización y Control Industrial"
I139S3C219J1V1,139,Salud,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ODONTOLOGIA E HIGIENISTA DENTAL,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.351.100,$ 66.000,4,Técnica de Nivel Superior,101,9,110,44,5,49,53.3%,38.3%,0.0%,8.4%,15,7,22, - , - , 5.8 ,50,0,0,0,0,0,0,0,0,Técnico Dental y Asistente de Odontología
I139S3C219J2V1,139,Salud,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ODONTOLOGIA E HIGIENISTA DENTAL,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.351.100,$ 66.000,4,Técnica de Nivel Superior,28,7,35,11,3,14,54.5%,31.8%,0.0%,13.6%,3,0,3, - , - , 5.5 ,25,0,0,0,0,0,0,0,0,Técnico Dental y Asistente de Odontología
I139S3C221J1V1,139,Ciencias Sociales,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN TRABAJO SOCIAL,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.056.700,$ 66.000,4,Técnica de Nivel Superior,68,21,89,40,14,54,52.6%,35.9%,2.6%,9.0%,21,7,28, - , - , 5.7 ,50,0,0,0,0,0,0,0,0,Técnico en Servicio Social
I139S3C221J2V1,139,Ciencias Sociales,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN TRABAJO SOCIAL,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.056.700,$ 66.000,4,Técnica de Nivel Superior,59,6,65,27,3,30,43.2%,43.2%,0.0%,13.6%,14,2,16, - , - , 5.6 ,30,0,0,0,0,0,0,0,0,Técnico en Servicio Social
I139S3C222J1V1,139,Educación,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO ENTRENADOR DEPORTIVO,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.246.700,$ 66.000,4,Técnica de Nivel Superior,14,90,104,10,47,57,41.4%,49.5%,1.0%,8.1%,3,6,9, - , - , 5.6 ,50,0,0,0,0,0,0,0,0,"Técnico en Deporte, Recreación y Preparación Física"
I139S3C222J2V1,139,Educación,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO ENTRENADOR DEPORTIVO,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.246.700,$ 66.000,4,Técnica de Nivel Superior,4,10,14,0,0,0,50.0%,50.0%,0.0%,0.0%,0,0,0, - , - , 5.5 ,25,0,0,0,0,0,0,0,0,"Técnico en Deporte, Recreación y Preparación Física"
I139S3C22J1V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ADMINISTRACION,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.097.400,$ 66.000,4,Técnica de Nivel Superior,18,15,33,17,13,30,51.6%,35.5%,6.5%,6.5%,5,11,16, - , - , 5.7 ,30,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I139S3C22J1V2,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ADMINISTRACION,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.097.400,$ 66.000,3,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,3,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I139S3C22J2V1,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ADMINISTRACION,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.043.100,$ 66.000,4,Técnica de Nivel Superior,37,15,52,22,13,35,42.5%,42.5%,2.5%,12.5%,13,5,18, - , - , 5.7 ,35,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I139S3C22J2V2,139,Administración y Comercio,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ADMINISTRACION,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.043.100,$ 66.000,3,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,3,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I139S3C27J1V1,139,Salud,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO LABORATORISTA DENTAL,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.351.100,$ 66.000,5,Técnica de Nivel Superior,67,23,90,24,5,29,47.6%,47.6%,2.4%,2.4%,17,3,20, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Técnico Laboratorista Dental
I139S3C27J2V1,139,Salud,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO LABORATORISTA DENTAL,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.351.100,$ 66.000,5,Técnica de Nivel Superior,13,2,15,13,2,15,60.0%,20.0%,0.0%,20.0%,0,0,0, - , - , 5.6 ,25,0,0,0,0,0,0,0,0,Técnico Laboratorista Dental
I139S3C28J1V1,139,Salud,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ENFERMERIA,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 2.489.900,$ 66.000,5,Técnica de Nivel Superior,433,91,524,141,23,164,56.8%,34.2%,1.0%,8.0%,155,29,184, - , - , 5.8 ,160,0,0,0,0,0,0,0,0,Técnico en Enfermería
I139S3C28J2V1,139,Salud,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN ENFERMERIA,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 2.489.900,$ 66.000,5,Técnica de Nivel Superior,87,26,113,60,17,77,44.6%,38.5%,3.1%,13.8%,0,0,0, - , - , 5.5 ,80,0,0,0,0,0,0,0,0,Técnico en Enfermería
I139S3C31J2V1,139,Ciencias Sociales,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN PREVENCION Y REHABILITACION EN DROGODEPENDENCIA,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 1.916.800,$ 66.000,4,Técnica de Nivel Superior,27,16,43,19,10,29,44.1%,47.1%,0.0%,8.8%,9,4,13, - , - , 5.5 ,30,0,0,0,0,0,0,0,0,Técnico en Prevención y Rehabilitación
I139S3C32J1V2,139,Educación,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN EDUCACION DIFERENCIAL,Biobío,Diurna,CASA CENTRAL (CONCEPCION),$ 1.979.400,$ 66.000,4,Técnica de Nivel Superior,88,2,90,42,0,42,43.8%,42.5%,3.8%,10.0%,28,1,29, - , - , 5.7 ,40,0,0,0,0,0,0,0,0,Técnico Asistente del Educador Diferencial
I139S3C32J2V2,139,Educación,Institutos Profesionales,IP DR. VIRGINIO GOMEZ G.,TECNICO EN EDUCACION DIFERENCIAL,Biobío,Vespertina,CASA CENTRAL (CONCEPCION),$ 1.979.400,$ 66.000,4,Técnica de Nivel Superior,52,0,52,30,0,30,53.1%,28.1%,3.1%,15.6%,11,0,11, - , - , 5.5 ,30,0,0,0,0,0,0,0,0,Técnico Asistente del Educador Diferencial
